tid,attribute,correct_val
568,inspectionid,60363
568,dbaname,4700 pete's fresh market
568,akaname,pete's fresh market
568,license,1243125
568,facilitytype,grocery store
568,risk,risk 1 (high)
568,address,4700 s kedzie ave
568,city,chicago
568,state,il
568,zip,60632
568,inspectiondate,2010-03-15
568,inspectiontype,complaint
568,results,pass
568,latitude,41.80804727
568,longitude,-87.70411882
569,inspectionid,60364
569,dbaname,chinatown buffet
569,akaname,chinatown buffet
569,license,1841897
569,facilitytype,restaurant
569,risk,risk 1 (high)
569,address,5030-5050 s kedzie ave
569,city,chicago
569,state,il
569,zip,60632
569,inspectiondate,2010-03-15
569,inspectiontype,canvass
569,results,fail
569,latitude,41.80167003
569,longitude,-87.70393836
570,inspectionid,60365
570,dbaname,john marshall high school
570,akaname,john marshall high school
570,license,47041
570,facilitytype,school
570,risk,risk 1 (high)
570,address,3250 w adams  (200s)
570,city,chicago
570,state,il
570,zip,60624
570,inspectiondate,2010-03-16
570,inspectiontype,canvass
570,results,fail
570,latitude,41.87847194
570,longitude,-87.70801612
571,inspectionid,60366
571,dbaname,"abe's super dog, inc."
571,akaname,"abe's super dog, inc."
571,license,1841549
571,facilitytype,restaurant
571,risk,risk 2 (medium)
571,address,3407 1/2 w madison st
571,city,chicago
571,state,il
571,zip,60624
571,inspectiondate,2010-03-16
571,inspectiontype,canvass
571,results,pass
571,latitude,41.88080462
571,longitude,-87.7113755
572,inspectionid,60367
572,dbaname,madison  street burgers
572,akaname,abe's super dog
572,license,2021516
572,facilitytype,restaurant
572,risk,risk 2 (medium)
572,address,3407 1/2 w madison st
572,city,chicago
572,state,il
572,zip,60624
572,inspectiondate,2010-03-16
572,inspectiontype,license re-inspection
572,results,pass
572,latitude,41.88080462
572,longitude,-87.7113755
573,inspectionid,60368
573,dbaname,john milton gregory
573,akaname,gregory elementary
573,license,23441
573,facilitytype,school
573,risk,risk 1 (high)
573,address,3715 w polk    (800s)
573,city,chicago
573,state,il
573,zip,60624
573,inspectiondate,2010-03-17
573,inspectiontype,canvass
573,results,pass
573,latitude,41.87071468
573,longitude,-87.71867323
574,inspectionid,60369
574,dbaname,uncle remus
574,akaname,uncle remus
574,license,1305369
574,facilitytype,restaurant
574,risk,risk 1 (high)
574,address,4144 w madison st
574,city,chicago
574,state,il
574,zip,60624
574,inspectiondate,2010-03-17
574,inspectiontype,short form complaint
574,results,pass
574,latitude,41.88078471
574,longitude,-87.72986386
575,inspectionid,60370
575,dbaname,reme food inc.
575,akaname,reme food inc.
575,license,2021675
575,facilitytype,grocery store
575,risk,risk 2 (medium)
575,address,220 n homan ave
575,city,chicago
575,state,il
575,zip,60624
575,inspectiondate,2010-03-17
575,inspectiontype,license
575,results,fail
575,latitude,41.88529263
575,longitude,-87.71128591
576,inspectionid,60371
576,dbaname,city submarine inc.
576,akaname,city submarine inc.
576,license,1845223
576,facilitytype,restaurant
576,risk,risk 1 (high)
576,address,3849 w madison st
576,city,chicago
576,state,il
576,zip,60624
576,inspectiondate,2010-03-17
576,inspectiontype,canvass
576,results,pass
576,latitude,41.88065415
576,longitude,-87.72273803
577,inspectionid,60372
577,dbaname,taqueria el tenampa
577,akaname,hacienda  del sol
577,license,2014003
577,facilitytype,restaurant
577,risk,risk 1 (high)
577,address,5315-17 s pulaski rd
577,city,chicago
577,state,il
577,zip,60632
577,inspectiondate,2010-03-18
577,inspectiontype,license-task force
577,results,fail
577,latitude,41.79636966
577,longitude,-87.72310369
578,inspectionid,60373
578,dbaname,taqueria el tenampa
578,akaname,hacienda  del sol
578,license,2014004
578,facilitytype,restaurant
578,risk,risk 3 (low)
578,address,5315-17 s pulaski rd
578,city,chicago
578,state,il
578,zip,60632
578,inspectiondate,2010-03-18
578,inspectiontype,task force liquor 1475
578,results,fail
578,latitude,41.79636966
578,longitude,-87.72310369
579,inspectionid,60374
579,dbaname,chuck 'e' cheese's
579,akaname,chuck 'e' cheese's
579,license,41897
579,facilitytype,restaurant
579,risk,risk 1 (high)
579,address,5030 s kedzie ave
579,city,chicago
579,state,il
579,zip,60632
579,inspectiondate,2010-03-18
579,inspectiontype,canvass
579,results,pass
579,latitude,41.80167003
579,longitude,-87.70393836
580,inspectionid,60375
580,dbaname,chinatown buffet
580,akaname,chinatown buffet
580,license,1841897
580,facilitytype,restaurant
580,risk,risk 1 (high)
580,address,5030-5050 s kedzie ave
580,city,chicago
580,state,il
580,zip,60632
580,inspectiondate,2010-03-18
580,inspectiontype,tag removal
580,results,pass
580,latitude,41.80167003
580,longitude,-87.70393836
581,inspectionid,60376
581,dbaname,pope john paul catholic
581,akaname,pope john paul catholic
581,license,2040668
581,facilitytype,school
581,risk,risk 1 (high)
581,address,4325 s richmond st
581,city,chicago
581,state,il
581,zip,60632
581,inspectiondate,2010-03-19
581,inspectiontype,canvass
581,results,fail
581,latitude,41.81472363
581,longitude,-87.69794253
582,inspectionid,60377
582,dbaname,leon's bar-b-que-#4
582,akaname,leon's bar-b-que-#4
582,license,43932
582,facilitytype,restaurant
582,risk,risk 1 (high)
582,address,4550 s archer ave
582,city,chicago
582,state,il
582,zip,60632
582,inspectiondate,2010-03-19
582,inspectiontype,canvass
582,results,pass
582,latitude,41.81036869
582,longitude,-87.71053551
583,inspectionid,60378
583,dbaname,mariscos bahia
583,akaname,"elias tacos, incorporated"
583,license,1488236
583,facilitytype,restaurant
583,risk,risk 1 (high)
583,address,4465 s archer ave
583,city,chicago
583,state,il
583,zip,60632
583,inspectiondate,2010-03-19
583,inspectiontype,canvass
583,results,fail
583,latitude,41.81205449
583,longitude,-87.70733017
584,inspectionid,60379
584,dbaname,chinatown buffet
584,akaname,chinatown buffet
584,license,1841897
584,facilitytype,restaurant
584,risk,risk 1 (high)
584,address,5030-5050 s kedzie ave
584,city,chicago
584,state,il
584,zip,60632
584,inspectiondate,2010-03-23
584,inspectiontype,canvass re-inspection
584,results,pass
584,latitude,41.80167003
584,longitude,-87.70393836
585,inspectionid,60380
585,dbaname,alicia's  tamales
585,akaname,alicia's tamales
585,license,1980326
585,facilitytype,restaurant
585,risk,risk 1 (high)
585,address,2753 w 55th st
585,city,chicago
585,state,il
585,zip,60632
585,inspectiondate,2010-03-23
585,inspectiontype,canvass
585,results,pass w/ conditions
585,latitude,41.79358651
585,longitude,-87.69348088
586,inspectionid,60381
586,dbaname,john marshall high school
586,akaname,john marshall high school
586,license,47041
586,facilitytype,school
586,risk,risk 1 (high)
586,address,3250 w adams  (200s)
586,city,chicago
586,state,il
586,zip,60624
586,inspectiondate,2010-03-24
586,inspectiontype,canvass re-inspection
586,results,pass
586,latitude,41.87847194
586,longitude,-87.70801612
587,inspectionid,60382
587,dbaname,ymca marshall family dev cent
587,akaname,ymca marshall family dev cent
587,license,15733
587,facilitytype,children's services facility
587,risk,risk 1 (high)
587,address,3250 w adams st
587,city,chicago
587,state,il
587,zip,60624
587,inspectiondate,2010-03-24
587,inspectiontype,canvass
587,results,fail
587,latitude,41.87847194
587,longitude,-87.70801612
588,inspectionid,60383
588,dbaname,reme food inc.
588,akaname,reme food inc.
588,license,2021675
588,facilitytype,grocery store
588,risk,risk 2 (medium)
588,address,220 n homan ave
588,city,chicago
588,state,il
588,zip,60624
588,inspectiondate,2010-03-24
588,inspectiontype,license re-inspection
588,results,pass
588,latitude,41.88529263
588,longitude,-87.71128591
589,inspectionid,60384
589,dbaname,mcdonald's
589,akaname,mcdonald's
589,license,33706
589,facilitytype,restaurant
589,risk,risk 2 (medium)
589,address,3200 w roosevelt rd
589,city,chicago
589,state,il
589,zip,60624
589,inspectiondate,2010-03-24
589,inspectiontype,complaint
589,results,fail
589,latitude,41.86651389
589,longitude,-87.7057336
590,inspectionid,60385
590,dbaname,la central bakery
590,akaname,panderia la central bakery
590,license,2026360
590,facilitytype,bakery
590,risk,risk 2 (medium)
590,address,4124 w 47th st
590,city,chicago
590,state,il
590,zip,60632
590,inspectiondate,2010-03-25
590,inspectiontype,license
590,results,fail
590,latitude,41.80793632
590,longitude,-87.72719706
591,inspectionid,60386
591,dbaname,dunajec inc
591,akaname,dunajec
591,license,55891
591,facilitytype,grocery store
591,risk,risk 1 (high)
591,address,5060 s archer ave
591,city,chicago
591,state,il
591,zip,60632
591,inspectiondate,2010-03-25
591,inspectiontype,canvass
591,results,fail
591,latitude,41.80126689
591,longitude,-87.72691925
592,inspectionid,60387
592,dbaname,los delfines #2
592,akaname,los delfines #2
592,license,1547805
592,facilitytype,restaurant
592,risk,risk 1 (high)
592,address,5207-5209 s archer ave
592,city,chicago
592,state,il
592,zip,60632
592,inspectiondate,2010-03-25
592,inspectiontype,canvass
592,results,pass w/ conditions
592,latitude,41.79984493
592,longitude,-87.73474014
593,inspectionid,60388
593,dbaname,pope john paul catholic
593,akaname,pope john paul catholic
593,license,2040668
593,facilitytype,school
593,risk,risk 1 (high)
593,address,4325 s richmond st
593,city,chicago
593,state,il
593,zip,60632
593,inspectiondate,2010-03-26
593,inspectiontype,canvass re-inspection
593,results,pass
593,latitude,41.81472363
593,longitude,-87.69794253
594,inspectionid,60389
594,dbaname,dunajec inc
594,akaname,dunajec
594,license,55891
594,facilitytype,grocery store
594,risk,risk 1 (high)
594,address,5060 s archer ave
594,city,chicago
594,state,il
594,zip,60632
594,inspectiondate,2010-03-26
594,inspectiontype,tag removal
594,results,pass
594,latitude,41.80126689
594,longitude,-87.72691925
595,inspectionid,60390
595,dbaname,mariscos bahia
595,akaname,"elias tacos, incorporated"
595,license,1488236
595,facilitytype,restaurant
595,risk,risk 1 (high)
595,address,4465 s archer ave
595,city,chicago
595,state,il
595,zip,60632
595,inspectiondate,2010-03-26
595,inspectiontype,canvass re-inspection
595,results,pass
595,latitude,41.81205449
595,longitude,-87.70733017
596,inspectionid,60391
596,dbaname,all style buffet
596,akaname,all style buffet
596,license,1959502
596,facilitytype,restaurant
596,risk,risk 1 (high)
596,address,4305 s pulaski rd
596,city,chicago
596,state,il
596,zip,60632
596,inspectiondate,2010-03-26
596,inspectiontype,suspected food poisoning
596,results,pass w/ conditions
596,latitude,41.8149936
596,longitude,-87.7237077
597,inspectionid,60392
597,dbaname,fifth city child development
597,akaname,fifth city child development
597,license,25796
597,facilitytype,daycare (2 - 6 years)
597,risk,risk 1 (high)
597,address,3411 w fifth ave
597,city,chicago
597,state,il
597,zip,60624
597,inspectiondate,2010-03-29
597,inspectiontype,canvass
597,results,fail
597,latitude,41.87679531
597,longitude,-87.71128878
598,inspectionid,60393
598,dbaname,"porky's sports bar & grill , inc."
598,akaname,"porky's sports bar & grill,inc."
598,license,1999191
598,facilitytype,restaurant
598,risk,risk 1 (high)
598,address,4556 w roosevelt rd
598,city,chicago
598,state,il
598,zip,60624
598,inspectiondate,2010-03-29
598,inspectiontype,canvass
598,results,fail
598,latitude,41.86607194
598,longitude,-87.73976973
599,inspectionid,60394
599,dbaname,la central bakery
599,akaname,panderia la central bakery
599,license,2026360
599,facilitytype,bakery
599,risk,risk 2 (medium)
599,address,4124 w 47th st
599,city,chicago
599,state,il
599,zip,60632
599,inspectiondate,2010-03-30
599,inspectiontype,license re-inspection
599,results,pass
599,latitude,41.80793632
599,longitude,-87.72719706
600,inspectionid,60395
600,dbaname,dunkin donuts
600,akaname,dunkin donuts
600,license,75929
600,facilitytype,restaurant
600,risk,risk 2 (medium)
600,address,4701 s kedzie ave
600,city,chicago
600,state,il
600,zip,60632
600,inspectiondate,2010-03-30
600,inspectiontype,canvass
600,results,fail
600,latitude,41.80805427
600,longitude,-87.70382554
601,inspectionid,60396
601,dbaname,nicky's hot dogs
601,akaname,nicky's hot dogs
601,license,3903
601,facilitytype,restaurant
601,risk,risk 2 (medium)
601,address,3140 w 47th st
601,city,chicago
601,state,il
601,zip,60632
601,inspectiondate,2010-03-30
601,inspectiontype,complaint
601,results,pass
601,latitude,41.80824449
601,longitude,-87.70316886
602,inspectionid,60397
602,dbaname,walgreens #05867
602,akaname,walgreens #05867
602,license,2004330
602,facilitytype,grocery store
602,risk,risk 3 (low)
602,address,3943 w 47th st
602,city,chicago
602,state,il
602,zip,60632
602,inspectiondate,2010-04-01
602,inspectiontype,license-task force
602,results,pass
602,latitude,41.80777906
602,longitude,-87.72284695
603,inspectionid,60398
603,dbaname,walgreens # 05867
603,akaname,walgreens # 05867
603,license,1222575
603,facilitytype,grocery store
603,risk,risk 3 (low)
603,address,3943 w 47th st
603,city,chicago
603,state,il
603,zip,60632
603,inspectiondate,2010-04-01
603,inspectiontype,canvass
603,results,pass
603,latitude,41.80777906
603,longitude,-87.72284695
604,inspectionid,60399
604,dbaname,little caesar pizza #1651
604,akaname,little caesar's pizza
604,license,2223
604,facilitytype,restaurant
604,risk,risk 2 (medium)
604,address,3225 w 47th pl
604,city,chicago
604,state,il
604,zip,60632
604,inspectiondate,2010-04-01
604,inspectiontype,short form complaint
604,results,pass
604,latitude,41.8066985
604,longitude,-87.70490021
605,inspectionid,60400
605,dbaname,seven star chinese cuisine
605,akaname,seven star chinese cuisine
605,license,1914170
605,facilitytype,restaurant
605,risk,risk 1 (high)
605,address,3209 w 47th pl
605,city,chicago
605,state,il
605,zip,60632
605,inspectiondate,2010-04-01
605,inspectiontype,canvass
605,results,pass
605,latitude,41.80670751
605,longitude,-87.70431938
606,inspectionid,60401
606,dbaname,ymca marshall family dev cent
606,akaname,ymca marshall family dev cent
606,license,15733
606,facilitytype,children's services facility
606,risk,risk 1 (high)
606,address,3250 w adams st
606,city,chicago
606,state,il
606,zip,60624
606,inspectiondate,2010-04-02
606,inspectiontype,canvass re-inspection
606,results,pass
606,latitude,41.87847194
606,longitude,-87.70801612
607,inspectionid,60402
607,dbaname,mcdonald's
607,akaname,mcdonald's
607,license,33706
607,facilitytype,restaurant
607,risk,risk 2 (medium)
607,address,3200 w roosevelt rd
607,city,chicago
607,state,il
607,zip,60624
607,inspectiondate,2010-04-02
607,inspectiontype,complaint re-inspection
607,results,pass w/ conditions
607,latitude,41.86651389
607,longitude,-87.7057336
608,inspectionid,60403
608,dbaname,barney's pizza
608,akaname,barney's pizza
608,license,1742764
608,facilitytype,restaurant
608,risk,risk 1 (high)
608,address,5648 w chicago ave
608,city,chicago
608,state,il
608,zip,60651
608,inspectiondate,2010-04-02
608,inspectiontype,short form complaint
608,results,pass
608,latitude,41.89493601
608,longitude,-87.76732423
609,inspectionid,60404
609,dbaname,dunajec inc
609,akaname,dunajec
609,license,55891
609,facilitytype,grocery store
609,risk,risk 1 (high)
609,address,5060 s archer ave
609,city,chicago
609,state,il
609,zip,60632
609,inspectiondate,2010-04-02
609,inspectiontype,canvass re-inspection
609,results,fail
609,latitude,41.80126689
609,longitude,-87.72691925
610,inspectionid,60405
610,dbaname,casa central la posada
610,akaname,casa central la posada
610,license,0
610,facilitytype,restaurant
610,risk,risk 1 (high)
610,address,empty
610,city,chicago
610,state,il
610,zip,60622
610,inspectiondate,2010-04-05
610,inspectiontype,canvass
610,results,pass
610,latitude,empty
610,longitude,empty
611,inspectionid,60406
611,dbaname,fifth city child development
611,akaname,fifth city child development
611,license,25796
611,facilitytype,daycare (2 - 6 years)
611,risk,risk 1 (high)
611,address,3411 w fifth ave
611,city,chicago
611,state,il
611,zip,60624
611,inspectiondate,2010-04-05
611,inspectiontype,canvass re-inspection
611,results,pass
611,latitude,41.87679531
611,longitude,-87.71128878
612,inspectionid,60407
612,dbaname,"porky's sports bar & grill , inc."
612,akaname,"porky's sports bar & grill,inc."
612,license,1999191
612,facilitytype,restaurant
612,risk,risk 1 (high)
612,address,4556 w roosevelt rd
612,city,chicago
612,state,il
612,zip,60624
612,inspectiondate,2010-04-05
612,inspectiontype,canvass re-inspection
612,results,pass
612,latitude,41.86607194
612,longitude,-87.73976973
613,inspectionid,60408
613,dbaname,isla's marias
613,akaname,isla's marias
613,license,2027204
613,facilitytype,restaurant
613,risk,risk 1 (high)
613,address,4781 s archer ave
613,city,chicago
613,state,il
613,zip,60632
613,inspectiondate,2010-04-05
613,inspectiontype,license
613,results,fail
613,latitude,41.80666846
613,longitude,-87.71612755
614,inspectionid,60409
614,dbaname,taste bud banquet hall & restaurant
614,akaname,taste bud banquet hall & restaurant
614,license,2003571
614,facilitytype,restaurant
614,risk,risk 1 (high)
614,address,4422 w madison st
614,city,chicago
614,state,il
614,zip,60624
614,inspectiondate,2010-04-06
614,inspectiontype,license-task force
614,results,fail
614,latitude,41.88070919
614,longitude,-87.73643718
615,inspectionid,60410
615,dbaname,taste bud banquet hall & restaurant
615,akaname,taste bud banquet hall & restaurant
615,license,2017646
615,facilitytype,restaurant
615,risk,risk 3 (low)
615,address,4422 w madison st
615,city,chicago
615,state,il
615,zip,60624
615,inspectiondate,2010-04-06
615,inspectiontype,task force liquor 1475
615,results,fail
615,latitude,41.88070919
615,longitude,-87.73643718
616,inspectionid,60411
616,dbaname,la  baby  restaurant
616,akaname,empty
616,license,2003937
616,facilitytype,restaurant
616,risk,risk 1 (high)
616,address,283 n pulaski rd
616,city,chicago
616,state,il
616,zip,60624
616,inspectiondate,2010-04-06
616,inspectiontype,canvass
616,results,pass
616,latitude,41.88536969
616,longitude,-87.72565624
617,inspectionid,60412
617,dbaname,food empire
617,akaname,food empire
617,license,1921059
617,facilitytype,grocery store
617,risk,risk 2 (medium)
617,address,3952 w monroe st
617,city,chicago
617,state,il
617,zip,60624
617,inspectiondate,2010-04-06
617,inspectiontype,canvass
617,results,pass w/ conditions
617,latitude,41.87987491
617,longitude,-87.72529036
618,inspectionid,60413
618,dbaname,dunkin donuts
618,akaname,dunkin donuts
618,license,75929
618,facilitytype,restaurant
618,risk,risk 2 (medium)
618,address,4701 s kedzie ave
618,city,chicago
618,state,il
618,zip,60632
618,inspectiondate,2010-04-07
618,inspectiontype,canvass re-inspection
618,results,pass
618,latitude,41.80805427
618,longitude,-87.70382554
619,inspectionid,60414
619,dbaname,dunajec inc
619,akaname,dunajec
619,license,55891
619,facilitytype,grocery store
619,risk,risk 1 (high)
619,address,5060 s archer ave
619,city,chicago
619,state,il
619,zip,60632
619,inspectiondate,2010-04-07
619,inspectiontype,canvass re-inspection
619,results,pass
619,latitude,41.80126689
619,longitude,-87.72691925
620,inspectionid,60415
620,dbaname,rain food
620,akaname,rain food
620,license,1905222
620,facilitytype,grocery store
620,risk,risk 2 (medium)
620,address,137 s pulaski rd
620,city,chicago
620,state,il
620,zip,60624
620,inspectiondate,2010-04-08
620,inspectiontype,canvass
620,results,fail
620,latitude,41.87869417
620,longitude,-87.72545343
621,inspectionid,60416
621,dbaname,family time eatery & snack shop
621,akaname,family time eatery & snack shop
621,license,2021451
621,facilitytype,restaurant
621,risk,risk 3 (low)
621,address,212 s pulaski rd
621,city,chicago
621,state,il
621,zip,60624
621,inspectiondate,2010-04-08
621,inspectiontype,complaint
621,results,fail
621,latitude,41.87753057
621,longitude,-87.72570859
622,inspectionid,60417
622,dbaname,amer food mart
622,akaname,amer food mart
622,license,1335747
622,facilitytype,grocery store
622,risk,risk 2 (medium)
622,address,3458 w lake st
622,city,chicago
622,state,il
622,zip,60624
622,inspectiondate,2010-04-08
622,inspectiontype,canvass
622,results,fail
622,latitude,41.88487987
622,longitude,-87.71342725
623,inspectionid,60418
623,dbaname,"webster, hansberry"
623,akaname,daniel webster elementary/lorraine hansberry cpc
623,license,25791
623,facilitytype,school
623,risk,risk 1 (high)
623,address,4055 w arthington  (900s)
623,city,chicago
623,state,il
623,zip,60624
623,inspectiondate,2010-04-12
623,inspectiontype,canvass
623,results,fail
623,latitude,41.86988904
623,longitude,-87.72748159
624,inspectionid,60419
624,dbaname,roosevelt food & dollar
624,akaname,roosevelt food & dollar
624,license,1355985
624,facilitytype,grocery store
624,risk,risk 2 (medium)
624,address,3902 w roosevelt rd
624,city,chicago
624,state,il
624,zip,60624
624,inspectiondate,2010-04-12
624,inspectiontype,canvass
624,results,pass
624,latitude,41.86631367
624,longitude,-87.72287642
625,inspectionid,60420
625,dbaname,el tarasco
625,akaname,el tarasco
625,license,2008409
625,facilitytype,restaurant
625,risk,risk 1 (high)
625,address,4358 w 51st st
625,city,chicago
625,state,il
625,zip,60632
625,inspectiondate,2010-04-13
625,inspectiontype,license-task force
625,results,fail
625,latitude,41.80057495
625,longitude,-87.73317635
626,inspectionid,60421
626,dbaname,el tarasco
626,akaname,el tarasco
626,license,2008410
626,facilitytype,restaurant
626,risk,risk 1 (high)
626,address,4358 w 51st st
626,city,chicago
626,state,il
626,zip,60632
626,inspectiondate,2010-04-13
626,inspectiontype,task force liquor 1475
626,results,fail
626,latitude,41.80057495
626,longitude,-87.73317635
627,inspectionid,60422
627,dbaname,goldblatt
627,akaname,nathan r.goldblatt elementary
627,license,26561
627,facilitytype,school
627,risk,risk 1 (high)
627,address,4257 w adams  (200s)
627,city,chicago
627,state,il
627,zip,60624
627,inspectiondate,2010-04-14
627,inspectiontype,canvass
627,results,fail
627,latitude,41.87778081
627,longitude,-87.73273021
628,inspectionid,60423
628,dbaname,chicago born losers motorcycle club
628,akaname,chicago born losers motorcycle club
628,license,1675323
628,facilitytype,restaurant
628,risk,risk 2 (medium)
628,address,4420 w madison st
628,city,chicago
628,state,il
628,zip,60624
628,inspectiondate,2010-04-14
628,inspectiontype,canvass
628,results,fail
628,latitude,41.88070991
628,longitude,-87.73636108
629,inspectionid,60424
629,dbaname,vera's
629,akaname,vera's
629,license,2027307
629,facilitytype,restaurant
629,risk,risk 2 (medium)
629,address,4403 w madison st
629,city,chicago
629,state,il
629,zip,60624
629,inspectiondate,2010-04-14
629,inspectiontype,license
629,results,fail
629,latitude,41.88049855
629,longitude,-87.73567206
630,inspectionid,60425
630,dbaname,taste bud banquet hall & restaurant
630,akaname,taste bud banquet hall & restaurant
630,license,2003571
630,facilitytype,restaurant
630,risk,risk 1 (high)
630,address,4422 w madison st
630,city,chicago
630,state,il
630,zip,60624
630,inspectiondate,2010-04-14
630,inspectiontype,license re-inspection
630,results,pass
630,latitude,41.88070919
630,longitude,-87.73643718
631,inspectionid,60426
631,dbaname,taste bud banquet hall & restaurant
631,akaname,taste bud banquet hall & restaurant
631,license,2017646
631,facilitytype,restaurant
631,risk,risk 3 (low)
631,address,4422 w madison st
631,city,chicago
631,state,il
631,zip,60624
631,inspectiondate,2010-04-14
631,inspectiontype,license re-inspection
631,results,pass
631,latitude,41.88070919
631,longitude,-87.73643718
632,inspectionid,60427
632,dbaname,amer food mart
632,akaname,amer food mart
632,license,1335747
632,facilitytype,grocery store
632,risk,risk 2 (medium)
632,address,3458 w lake st
632,city,chicago
632,state,il
632,zip,60624
632,inspectiondate,2010-04-15
632,inspectiontype,canvass re-inspection
632,results,pass
632,latitude,41.88487987
632,longitude,-87.71342725
633,inspectionid,60428
633,dbaname,rain food
633,akaname,rain food
633,license,1905222
633,facilitytype,grocery store
633,risk,risk 2 (medium)
633,address,137 s pulaski rd
633,city,chicago
633,state,il
633,zip,60624
633,inspectiondate,2010-04-15
633,inspectiontype,canvass re-inspection
633,results,pass
633,latitude,41.87869417
633,longitude,-87.72545343
634,inspectionid,60429
634,dbaname,family time eatery & snack shop
634,akaname,family time eatery & snack shop
634,license,2021451
634,facilitytype,restaurant
634,risk,risk 3 (low)
634,address,212 s pulaski rd
634,city,chicago
634,state,il
634,zip,60624
634,inspectiondate,2010-04-15
634,inspectiontype,consultation
634,results,fail
634,latitude,41.87753057
634,longitude,-87.72570859
635,inspectionid,60430
635,dbaname,the roseland market
635,akaname,the roseland market
635,license,1382093
635,facilitytype,grocery store
635,risk,risk 2 (medium)
635,address,3407 w madison st
635,city,chicago
635,state,il
635,zip,60624
635,inspectiondate,2010-04-15
635,inspectiontype,canvass
635,results,fail
635,latitude,41.88080462
635,longitude,-87.7113755
636,inspectionid,60431
636,dbaname,el rey del taco & burritos
636,akaname,el rey del taco & burritos
636,license,1893928
636,facilitytype,restaurant
636,risk,risk 1 (high)
636,address,4157 s california ave
636,city,chicago
636,state,il
636,zip,60632
636,inspectiondate,2010-04-15
636,inspectiontype,canvass
636,results,pass
636,latitude,41.81751836
636,longitude,-87.69434315
637,inspectionid,60432
637,dbaname,subway
637,akaname,subway
637,license,1948417
637,facilitytype,restaurant
637,risk,risk 1 (high)
637,address,2756 w 55th st
637,city,chicago
637,state,il
637,zip,60632
637,inspectiondate,2010-04-15
637,inspectiontype,canvass
637,results,pass
637,latitude,41.79380306
637,longitude,-87.69365621
638,inspectionid,60433
638,dbaname,columbia explorers
638,akaname,columbia explorers
638,license,20071
638,facilitytype,school
638,risk,risk 1 (high)
638,address,4520 s kedzie ave
638,city,chicago
638,state,il
638,zip,60632
638,inspectiondate,2010-04-19
638,inspectiontype,canvass
638,results,pass
638,latitude,41.81105689
638,longitude,-87.70423481
639,inspectionid,60434
639,dbaname,el  taconzazo
639,akaname,el taconzazo
639,license,1981216
639,facilitytype,restaurant
639,risk,risk 1 (high)
639,address,5145 s pulaski rd
639,city,chicago
639,state,il
639,zip,60632
639,inspectiondate,2010-04-19
639,inspectiontype,canvass
639,results,fail
639,latitude,41.79916646
639,longitude,-87.72318613
640,inspectionid,60435
640,dbaname,china ho restaurant
640,akaname,china ho restaurant
640,license,2004404
640,facilitytype,restaurant
640,risk,risk 1 (high)
640,address,5151 s pulaski rd
640,city,chicago
640,state,il
640,zip,60632
640,inspectiondate,2010-04-19
640,inspectiontype,canvass
640,results,pass
640,latitude,41.79901235
640,longitude,-87.72318127
641,inspectionid,60436
641,dbaname,subway
641,akaname,subway
641,license,1356009
641,facilitytype,restaurant
641,risk,risk 1 (high)
641,address,5131 s pulaski rd
641,city,chicago
641,state,il
641,zip,60632
641,inspectiondate,2010-04-19
641,inspectiontype,canvass
641,results,fail
641,latitude,41.79952555
641,longitude,-87.72319591
642,inspectionid,60437
642,dbaname,vera's
642,akaname,vera's
642,license,2027307
642,facilitytype,restaurant
642,risk,risk 2 (medium)
642,address,4403 w madison st
642,city,chicago
642,state,il
642,zip,60624
642,inspectiondate,2010-04-20
642,inspectiontype,license
642,results,fail
642,latitude,41.88049855
642,longitude,-87.73567206
643,inspectionid,60438
643,dbaname,mookie's food mart co.
643,akaname,mookie's food mart co.
643,license,1799437
643,facilitytype,grocery store
643,risk,risk 2 (medium)
643,address,24 s kostner ave
643,city,chicago
643,state,il
643,zip,60624
643,inspectiondate,2010-04-20
643,inspectiontype,canvass
643,results,fail
643,latitude,41.87976262
643,longitude,-87.73559412
644,inspectionid,60439
644,dbaname,"webster, hansberry"
644,akaname,daniel webster elementary/lorraine hansberry cpc
644,license,25791
644,facilitytype,school
644,risk,risk 1 (high)
644,address,4055 w arthington  (900s)
644,city,chicago
644,state,il
644,zip,60624
644,inspectiondate,2010-04-21
644,inspectiontype,canvass re-inspection
644,results,pass
644,latitude,41.86988904
644,longitude,-87.72748159
645,inspectionid,60440
645,dbaname,goldblatt
645,akaname,nathan r.goldblatt elementary
645,license,26561
645,facilitytype,school
645,risk,risk 1 (high)
645,address,4257 w adams  (200s)
645,city,chicago
645,state,il
645,zip,60624
645,inspectiondate,2010-04-21
645,inspectiontype,canvass re-inspection
645,results,pass
645,latitude,41.87778081
645,longitude,-87.73273021
646,inspectionid,60441
646,dbaname,family time eatery & snack shop
646,akaname,family time eatery & snack shop
646,license,2021451
646,facilitytype,restaurant
646,risk,risk 3 (low)
646,address,212 s pulaski rd
646,city,chicago
646,state,il
646,zip,60624
646,inspectiondate,2010-04-22
646,inspectiontype,complaint re-inspection
646,results,pass
646,latitude,41.87753057
646,longitude,-87.72570859
647,inspectionid,60442
647,dbaname,family time eatery & snack shop
647,akaname,family time eatery & snack shop
647,license,2031368
647,facilitytype,restaurant
647,risk,risk 2 (medium)
647,address,212 s pulaski rd
647,city,chicago
647,state,il
647,zip,60624
647,inspectiondate,2010-04-22
647,inspectiontype,license
647,results,pass
647,latitude,41.87753057
